Table ID,Player Name,Rank,Score,Wonder ID,VP - Civilian,VP - Science,VP - Commerce,VP - Guild,VP - Coins,VP - Wonder,VP - Military (Victory),VP - Military (Defeat)
388216877,kennyhe1,3,50,14,5,26,0,6,0,3,11,-1
388216877,JorgeRamone,4,45,8,16,21,0,10,1,3,0,-6
388213826,Gigi_one_S,1,61,11,13,0,8,7,10,7,17,-1
388213826,kennyhe1,2,57,14,10,48,0,0,0,3,1,-5
388213826,Edkar,3,48,9,4,18,10,0,8,0,10,-2
388213826,LorisM84,4,47,8,14,1,0,6,2,20,8,-4
388214184,AMeisen,1,56,9,9,1,6,20,4,0,16,0
388214184,kennyhe1,2,52,3,29,1,0,0,2,10,11,-1
388214184,TedoG,3,49,6,9,40,0,0,1,3,0,-4
388214184,patrick123abc,4,39,7,8,4,5,14,3,3,5,-3
388219753,kennyhe1,1,59,12,6,26,0,8,2,10,8,-1
388219753,zeneta,2,50,8,15,0,0,12,3,20,5,-5
388219753,ChchChurko,3,49,11,28,0,3,13,1,3,4,-3
388219753,Vazzya,4,40,10,5,5,4,0,7,5,14,0
388218771,kennyhe1,1,65,11,19,0,5,10,6,7,18,0
388218771,homero221,2,60,12,21,13,0,0,5,10,12,-1
388218771,TheRaven28,3,47,9,18,13,2,18,1,0,0,-5
388218771,LimitMan,4,30,10,0,18,0,0,2,10,5,-5
388217960,kennyhe1,1,62,11,22,0,0,14,1,7,18,0
388217960,Glam989,2,58,10,26,0,6,10,4,10,5,-3
388217960,Anthea of Anatol,3,51,6,7,26,0,8,4,10,0,-4
388217960,Potje,4,50,8,11,0,6,0,7,20,9,-3
388182279,7w01,1,65,8,22,0,4,10,7,20,4,-2
388182279,kennyhe1,2,64,9,0,38,0,10,0,0,16,0
388182279,Kat2012,3,52,11,15,2,10,0,11,7,9,-2
388182279,MichaelJackson,4,46,12,15,16,0,7,3,10,0,-5
388186347,Crompirko,1,59,11,29,0,7,15,4,7,0,-3
388186347,WilCO_90,2,49,9,15,4,2,7,5,0,16,0
388186347,kennyhe1,3,45,12,8,5,0,7,2,10,13,0
388186347,LawarnceSmiddy,4,43,10,4,31,2,0,5,5,0,-4
388187605,Carrabas,1,63,14,10,55,0,0,1,3,0,-6
388187605,BoardgameQ90,2,47,12,9,0,0,22,3,10,5,-2
388187605,kennyhe1,3,46,8,23,0,0,0,1,13,9,0
388187605,pitchoupitchoutte,4,40,10,5,1,2,6,4,10,13,-1
388185243,kennyhe1,1,67,10,13,0,0,26,1,10,17,0
388185243,Knightery,2,62,12,10,50,0,0,3,5,0,-6
388185243,hamekoue,3,59,11,24,0,3,4,8,3,17,0
388185243,Carrabas,4,46,8,13,0,4,6,7,20,0,-4
388179794,kennyhe1,1,61,9,0,43,2,17,4,0,0,-5
388179794,Bazar 98,2,56,8,6,0,4,5,5,20,16,0
388179794,karmelowysfinksu,3,56,11,24,0,3,14,4,7,6,-2
388179794,Supersox,4,52,12,31,0,0,0,4,10,9,-2
388173822,Tschel23,1,54,2,5,10,4,15,6,10,8,-4
388173822,silvermuse,2,48,3,14,16,3,6,1,0,10,-2
388173822,kennyhe1,3,44,4,19,0,2,0,1,10,13,-1
388173822,Jacqueline7505,4,41,1,17,1,0,6,4,15,1,-3
388164599,kennyhe1,1,52,6,24,10,0,9,2,10,1,-4
388164599,LastResistance,2,51,14,8,13,4,19,6,3,1,-3
388164599,Beegood,3,47,5,0,18,0,0,5,10,16,-2
388164599,Olivier Cools,4,45,4,12,0,0,10,0,10,13,0
388166077,kennyhe1,1,62,14,31,1,0,6,4,2,18,0
388166077,ramalinv,2,54,9,20,9,4,12,4,0,8,-3
388166077,ThePaleKing,3,49,12,6,36,0,0,3,10,0,-6
388166077,Akire13,4,48,10,0,13,0,15,3,10,9,-2
388164615,Rosamannencs,1,61,10,28,0,3,0,2,10,18,0
388164615,kennyhe1,2,58,9,14,48,0,0,2,0,0,-6
388164615,Tuttankhamen,3,57,13,12,0,0,18,2,7,18,0
388164615,Phil Dad Man,4,56,8,5,0,19,7,11,20,0,-6
388168722,thatjamesfella,1,58,8,23,0,4,15,2,20,0,-6
388168722,Igorscastro,2,53,14,11,17,0,7,2,2,15,-1
388168722,kennyhe1,3,53,2,19,10,0,0,0,10,15,-1
388168722,Nekosta,4,45,12,4,16,0,7,6,10,6,-4
388156699,ramalinv,1,66,14,17,0,5,25,4,3,13,-1
388156699,kennyhe1,2,55,10,25,0,7,0,5,10,10,-2
388156699,gut Schüler,3,47,12,0,48,0,5,0,0,0,-6
388156699,asteroid11,4,45,13,19,0,3,0,6,7,13,-3
388159807,kennyhe1,1,62,10,6,10,0,16,2,10,18,0
388159807,Levente302,2,61,14,0,48,7,0,8,3,0,-5
388159807,VivHurt,3,57,8,22,0,0,6,1,20,8,0
388159807,Yaartjes,4,52,12,28,0,3,10,4,10,0,-3
388158844,kennyhe1,1,60,8,12,0,0,14,1,20,14,-1
388158844,FMPS,2,54,9,11,21,1,7,3,0,12,-1
388158844,szefuf,3,52,12,11,0,4,14,8,10,8,-3
388158844,zwergschnauzer359,4,41,13,24,0,7,0,8,7,0,-5
388151861,kennyhe1,1,79,2,0,76,0,0,6,3,0,-6
388151861,maxim-chupilin,2,55,12,19,0,0,18,2,10,9,-3
388151861,Nomegusta95,3,54,3,29,0,3,0,4,10,9,-1
388151861,Mateamargo,4,51,11,5,0,4,17,8,7,10,0
388142829,emzy147,1,58,12,16,0,0,19,9,10,8,-4
388142829,drifttrick,2,50,13,18,0,5,0,2,7,18,0
388142829,kennyhe1,3,49,7,4,36,0,0,3,10,1,-5
388142829,mag2129,4,47,11,16,0,0,14,4,7,9,-3
388096151,kennyhe1,1,57,8,17,0,4,16,2,20,1,-3
388096151,Beniben93,2,54,10,30,0,4,0,1,5,16,-2
388096151,Aris12,3,47,9,11,18,0,0,5,0,13,0
388096151,PirateOfAdria,4,45,13,8,0,8,16,9,7,1,-4
388080549,kennyhe1,1,64,11,34,0,0,0,5,7,18,0
388080549,LooseCannon_,2,46,8,3,1,4,16,2,20,4,-4
388080549,jasonfitzgerald,3,45,13,4,4,8,10,6,7,10,-4
388080549,coconutsmith,4,45,3,18,0,6,8,3,10,4,-4
388086606,toastandtrack,1,65,12,18,0,8,14,14,10,4,-3
388086606,kennyhe1,2,54,10,17,0,3,15,2,5,13,-1
388086606,CobraJBH,3,48,9,6,38,0,5,3,0,0,-4
388086606,MaxwellEquations,4,47,14,12,16,0,5,0,3,13,-2
388082333,rango_real,1,59,11,18,1,2,8,7,7,17,-1
388082333,appleowl,2,52,12,7,13,0,12,8,10,5,-3
388082333,7w01,3,46,8,13,0,0,12,0,13,10,-2
388082333,kennyhe1,4,41,6,20,10,0,5,0,10,0,-4
388064432,kennyhe1,1,56,11,18,0,0,14,4,7,13,0
388064432,Hélènixpartoutatix,2,53,12,23,25,0,0,0,5,4,-4
388064432,Lollazzo,3,49,9,4,16,4,15,4,0,8,-2
388064432,Joacules,4,42,7,6,9,6,0,10,10,5,-4
388050389,WaSa2020,1,70,12,18,0,0,21,8,10,14,-1
388050389,kennyhe1,2,55,10,25,2,0,3,2,10,14,-1
388050389,sandy513,3,50,4,15,0,12,4,5,10,6,-2
388050389,CobraJBH,4,47,9,0,38,4,5,6,0,0,-6
388046590,Flo63910,1,1,4,13,0,4,0,1,3,11,-1
388046590,GallantNatasha,1,1,14,8,33,0,0,0,2,0,-3
388046590,kennyhe1,1,1,12,27,13,10,11,3,10,17,0
388046590,LegoPiece32557,4,0,10,5,0,0,13,10,5,3,-5
388032058,kennyhe1,1,56,9,22,13,0,15,3,0,5,-2
388032058,ajayaa,2,49,8,28,0,0,0,4,20,0,-3
388032058,Maximus85,3,49,11,9,0,7,7,3,7,16,0
388032058,piyopiyo Mk-2,4,48,14,0,26,6,0,7,3,8,-2
388030686,kenzogooner,1,56,13,15,0,3,15,10,7,9,-3
388030686,kennyhe1,2,54,11,18,0,4,4,3,7,18,0
388030686,Gaëllou41,3,41,12,18,0,6,6,7,10,0,-6
388030686,Pakica,4,33,7,11,10,2,0,1,3,9,-3
387947743,kennyhe1,1,53,10,24,0,0,13,2,5,9,0
387947743,Pollodenotti,2,45,14,0,34,3,0,7,3,0,-2
387947743,Radzinsky,3,43,6,8,16,0,0,0,10,9,0
387947743,kneaks,4,39,8,21,0,0,0,2,20,0,-4
387949991,kennyhe1,1,48,9,16,13,7,0,2,0,10,0
387949991,blackhumor,2,47,12,21,9,0,7,2,10,0,-2
387949991,Lomots,3,46,13,10,10,0,11,3,7,5,0
387949991,Pollodenotti,4,42,11,5,1,4,19,7,7,0,-1
387946840,bob24,1,64,8,14,0,4,10,1,20,16,-1
387946840,blackhumor,2,56,11,12,0,3,11,7,7,17,-1
387946840,bulbazavr,3,53,14,21,26,0,6,2,3,0,-5
387946840,kennyhe1,4,40,2,10,10,4,6,2,10,2,-4
387939655,kennyhe1,1,56,5,8,9,0,9,2,10,18,0
387939655,lawNorder93,2,49,4,19,0,6,13,8,3,4,-4
387939655,Suneo21,3,46,6,13,4,0,15,4,10,5,-5
387939655,franklaney,4,40,14,22,1,6,0,2,3,9,-3
387933804,kennyhe1,1,63,8,14,0,0,16,1,20,13,-1
387933804,SonnyT,2,58,11,24,0,5,5,5,7,13,-1
387933804,Gypsye,3,51,9,16,34,2,0,5,0,0,-6
387933804,AnyaB,4,38,12,0,21,0,8,3,0,10,-4
387931562,unhappy123,1,62,1,8,0,11,17,4,8,16,-2
387931562,kennyhe1,2,58,9,24,13,8,7,4,0,5,-3
387931562,nafanya-star,3,57,13,19,0,5,14,9,7,5,-2
387931562,Javier Contreras,4,47,7,0,43,0,0,0,3,5,-4
387922426,Keppage43,1,68,11,12,0,5,24,3,7,17,0
387922426,DrHealex,2,51,12,7,38,2,0,2,5,0,-3
387922426,okkd7,3,48,13,13,0,6,8,9,7,8,-3
387922426,kennyhe1,4,48,7,31,0,5,0,3,10,1,-2
387922025,kennyhe1,1,54,11,25,0,3,0,5,3,18,0
387922025,Chuck Fonshell,2,51,8,10,1,8,0,6,20,9,-3
387922025,Mamu184,3,47,13,0,36,0,6,1,7,0,-3
387922025,luckyBruce,4,43,3,21,0,0,14,1,10,0,-3
387924953,DrHealex,1,69,14,4,55,0,12,1,3,0,-6
387924953,kennyhe1,2,63,8,23,0,4,10,5,13,9,-1
387924953,wincente,3,49,13,28,0,0,7,1,0,13,0
387924953,HassWut,4,35,11,5,5,2,4,5,7,9,-2
387922891,kennyhe1,1,63,11,22,0,5,6,5,7,18,0
387922891,DrHealex,2,60,14,13,36,0,12,2,3,0,-6
387922891,Tite_grise,3,55,12,11,1,4,7,5,10,17,0
387922891,quick player,4,45,13,20,4,5,8,6,7,0,-5
387924680,kennyhe1,1,61,11,19,0,0,13,4,7,18,0
387924680,quick player,2,59,13,10,0,11,9,10,7,13,-1
387924680,Deadmeat42,3,47,12,10,28,2,0,3,10,0,-6
387924680,Tite_grise,4,34,3,6,18,0,7,0,3,5,-5
387917179,LSWK,1,57,8,21,0,4,5,6,20,4,-3
387917179,Jmz_Bton_30,2,56,14,16,4,4,17,3,3,10,-1
387917179,kennyhe1,3,56,6,18,16,0,7,1,10,7,-3
387917179,Mishkameskhi,4,41,5,5,8,0,9,3,10,10,-4
387919148,kennyhe1,1,54,8,14,0,0,10,1,20,10,-1
387919148,Neetvesh,2,49,10,16,0,4,11,1,5,13,-1
387919148,miccione,3,45,12,14,9,7,0,11,10,0,-6
387919148,FeatheredCynic,4,39,13,8,13,0,0,4,7,10,-3
387911317,kennyhe1,1,66,7,26,0,0,11,1,10,18,0
387911317,Nneko,2,64,6,21,0,0,14,3,10,16,0
387911317,Rammimy,3,48,10,11,26,0,7,4,5,0,-5
387911317,Mishkameskhi,4,46,12,5,16,10,0,10,10,0,-5
387916195,airlan,1,57,12,11,16,3,0,4,10,13,0
387916195,kennyhe1,2,55,8,6,0,4,23,2,20,4,-4
387916195,MINT CHOCO MILK,3,54,6,36,0,0,0,5,10,6,-3
387916195,Nneko,4,54,9,4,38,0,4,4,0,8,-4
387893683,xex238,1,55,9,11,13,9,7,9,0,10,-4
387893683,BartjeC,2,52,7,15,10,0,15,2,10,4,-4
387893683,kennyhe1,3,46,8,16,0,7,0,3,20,4,-4
387893683,Ti-Clin018,4,45,13,9,0,3,7,1,7,18,0
387893941,kennyhe1,1,60,12,29,0,7,7,5,10,5,-3
387893941,BartjeC,2,50,8,5,0,3,5,5,20,14,-2
387893941,okkd7,3,50,10,20,0,7,6,3,5,11,-2
387893941,AnyaB,4,46,13,0,36,0,6,3,0,5,-4
387883249,bidouloup,1,59,13,4,0,3,20,8,7,17,0
387883249,beaavatar1,2,55,8,11,0,7,4,2,20,12,-1
387883249,kennyhe1,3,47,11,31,0,4,0,3,7,5,-3
387883249,haljen,4,33,10,0,25,0,0,4,10,0,-6
387886827,Vvaann,1,64,4,14,0,9,6,7,10,18,0
387886827,kennyhe1,2,62,9,15,4,9,12,4,0,18,0
387886827,MS1984,3,57,14,26,16,0,14,4,3,0,-6
387886827,Pedro Tartas,4,47,13,8,33,2,8,2,0,0,-6
387882435,kennyhe1,1,65,8,5,0,5,16,1,20,18,0
387882435,MS1984,2,51,14,20,10,4,7,1,3,9,-3
387882435,jukite,3,50,12,24,16,5,8,3,0,0,-6
387882435,Kildrack,4,41,13,17,9,0,4,5,0,9,-3
387884113,jredul,1,58,10,14,0,9,17,5,5,10,-2
387884113,kennyhe1,2,57,13,26,36,0,0,1,0,0,-6
387884113,killmak,3,49,11,3,0,10,15,8,7,8,-2
387884113,benia,4,45,14,8,16,0,7,1,3,10,0
387884260,Stephaneval,1,60,3,23,1,0,15,3,10,11,-3
387884260,kennyhe1,2,49,12,10,10,5,0,4,10,11,-1
387884260,BakingSoda,3,48,13,17,10,4,0,7,7,6,-3
387884260,Neetvesh,4,38,9,0,21,4,12,0,0,3,-2
387874687,maticomfg,1,59,8,0,0,8,7,8,20,16,0
387874687,musicah,2,53,3,28,0,1,10,1,10,5,-2
387874687,nano15,3,49,7,11,10,0,10,2,10,8,-2
387874687,kennyhe1,4,40,6,10,21,0,0,2,10,0,-3
387613516,kennyhe1,1,59,14,27,4,0,8,3,3,15,-1
387613516,lonkclc,2,56,13,8,36,0,0,4,0,10,-2
387613516,dquang1302,3,50,10,16,0,5,17,3,5,7,-3
387613516,swainonz,3,50,8,7,9,8,7,3,20,0,-4
387613094,dquang1302,1,57,12,12,10,0,6,4,10,16,-1
387613094,MisterGP,2,55,10,8,0,0,15,4,10,18,0
387613094,petleb,3,54,9,12,26,9,6,5,0,1,-5
387613094,kennyhe1,4,51,13,34,0,7,4,4,7,0,-5
387282945,bibibooboo,1,63,14,5,31,0,7,4,3,13,0
387282945,kennyhe1,2,56,8,9,0,7,0,2,20,18,0
387282945,harvtizzle,3,54,12,13,18,3,11,5,10,0,-6
387282945,Lariator,4,39,2,24,1,0,7,2,10,0,-5
387285504,luis303,1,65,5,0,55,0,0,4,10,0,-4
387285504,Gerbat,2,55,13,18,0,3,9,2,7,17,-1
387285504,oboeempress,3,54,14,21,0,6,9,7,3,10,-2
387285504,kennyhe1,4,52,2,18,10,4,7,1,10,5,-3
387284442,DictatorDi,1,54,9,8,10,7,16,4,0,11,-2
387284442,MaximusRX,2,53,5,3,43,0,0,4,3,5,-5
387284442,Polerut,3,52,11,13,0,6,15,10,7,4,-3
387284442,kennyhe1,4,48,7,18,9,3,0,1,3,15,-1
387287580,Spartanoid,1,61,9,22,16,0,6,0,0,17,0
387287580,Pony Slaystation4,2,54,3,13,0,5,12,7,3,15,-1
387287580,kennyhe1,3,52,7,12,16,7,6,7,10,0,-6
387287580,sotograd02,4,29,8,0,2,5,0,3,20,3,-4
387264477,Glam989,1,61,13,16,0,5,14,5,7,14,0
387264477,kennyhe1,2,53,7,22,26,0,0,1,3,3,-2
387264477,NotAChatter,3,46,12,8,21,0,0,4,10,6,-3
387264477,Neetvesh,4,45,8,8,0,0,12,1,20,8,-4
387268365,koma46,1,54,14,0,31,0,7,2,3,13,-2
387268365,kennyhe1,2,48,11,16,0,0,0,10,7,15,0
387268365,oKYLEo,3,46,10,18,4,5,8,0,10,4,-3
387268365,ChchChurko,4,45,8,15,0,6,7,2,20,0,-5
387262993,oKYLEo,1,70,9,19,31,6,10,9,0,0,-5
387262993,evgeny17,2,56,12,20,0,7,7,6,10,9,-3
387262993,kennyhe1,3,53,10,15,0,0,16,0,10,13,-1
387262993,ctwplypfirebal,4,38,13,0,26,0,0,1,0,13,-2
386985495,maximak945,1,58,9,9,9,8,15,4,0,14,-1
386985495,swimmer15,2,56,8,32,0,4,0,5,20,0,-5
386985495,kennyhe1,3,54,14,22,16,0,6,3,2,8,-3
386985495,Opium Wars,4,47,13,0,16,4,5,4,7,12,-1
386983183,kennyhe1,1,78,14,5,64,0,0,2,3,8,-4
386983183,Sammerz,2,65,13,16,0,0,24,5,7,13,0
386983183,saniya,3,57,8,13,0,9,7,7,20,5,-4
386983183,kirame,4,52,9,21,18,2,8,1,0,5,-3
386989412,saniya,1,59,12,16,1,2,16,9,10,8,-3
386989412,kennyhe1,2,51,7,18,0,5,0,6,10,12,0
386989412,bicyclops420,3,48,13,20,26,0,0,0,7,0,-5
386989412,Helloworldmy,4,33,11,0,0,9,11,5,0,9,-1
386971999,koma46,1,59,14,3,18,6,17,5,3,8,-1
386971999,CoinTosses,2,58,10,25,0,5,0,5,5,18,0
386971999,kennyhe1,3,46,12,9,25,0,5,1,10,1,-5
386971999,Musta,4,42,8,17,0,4,0,4,20,0,-3
386979948,kennyhe1,1,60,13,3,18,0,18,0,7,15,-1
386979948,LuffyKaladin,2,59,11,19,0,8,0,7,7,18,0
386979948,cindib1976,3,47,1,19,0,3,8,4,15,3,-5
386979948,dust and shadow,4,47,10,21,1,0,20,1,10,0,-6
386973607,Lisa15105,1,62,8,9,0,7,10,8,20,10,-2
386973607,wc3old,2,61,11,28,0,5,4,6,7,12,-1
386973607,Hugo-line,3,43,10,17,13,0,0,1,2,13,-3
386973607,kennyhe1,4,39,7,3,28,3,0,0,10,0,-5
386652899,kennyhe1,1,60,12,20,0,3,9,4,10,14,0
386652899,killmak,2,52,13,17,0,0,29,3,7,0,-4
386652899,Miracinonyx,3,48,7,5,25,4,0,3,3,9,-1
386652899,Artywen,4,45,2,8,13,0,9,3,10,5,-3
386657988,JonahvonCHANG,1,56,2,0,38,3,0,2,10,6,-3
386657988,ShiftlessWhenIdle12,2,50,11,5,0,6,21,6,7,7,-2
386657988,TheChugsy,3,47,14,34,0,3,0,4,3,5,-2
386657988,kennyhe1,4,45,3,15,4,0,10,1,10,6,-1
386652747,Madara Uchiha,1,54,11,11,0,2,18,3,3,17,0
386652747,kennyhe1,2,53,2,21,0,4,3,4,3,18,0
386652747,BloodPlum,3,41,5,6,26,0,4,1,10,0,-6
386652747,Oloren90,4,33,1,11,10,0,0,2,15,0,-5
386647083,kennyhe1,1,50,14,9,38,3,0,0,3,0,-3
386647083,xoals4546,2,45,4,9,0,0,13,3,10,11,-1
386647083,robertaZzz,3,45,3,24,0,0,0,2,10,10,-1
386647083,youmenzz,4,40,5,5,1,4,7,9,10,5,-1
386649951,kennyhe1,1,54,7,6,18,3,7,1,10,10,-1
386649951,Mifamno1,2,53,3,13,0,6,17,9,10,1,-3
386649951,ErinTolar,3,47,4,11,9,10,0,9,0,11,-3
386649951,Umbe1975,4,46,6,20,4,0,5,0,10,9,-2
386639839,Bioshock6,1,63,8,10,0,4,9,5,20,16,-1
386639839,unhappy123,2,53,9,20,13,4,16,1,0,2,-3
386639839,Zoomanchan,3,45,12,10,0,6,0,8,10,13,-2
386639839,kennyhe1,4,43,7,14,21,0,0,1,10,1,-4
386630577,Bioshock6,1,59,13,12,0,6,17,8,7,9,0
386630577,AMeisen,2,57,14,5,55,0,0,0,3,0,-6
386630577,unhappy123,3,42,9,14,4,4,14,4,0,3,-1
386630577,kennyhe1,4,41,10,28,0,2,0,2,0,10,-1
386637262,Jason73,1,58,13,14,0,4,15,2,7,17,-1
386637262,marcolino9559,2,56,9,9,18,0,15,6,0,10,-2
386637262,maximak945,3,56,5,32,10,3,0,5,10,0,-4
386637262,kennyhe1,4,42,3,5,10,8,4,3,10,5,-3
386632601,oleg2304,1,58,11,0,38,0,9,2,0,9,0
386632601,kennyhe1,2,54,9,28,1,3,0,4,0,18,0
386632601,Spyhawk13,3,49,10,12,0,10,13,10,10,0,-6
386632601,Jason73,4,38,7,11,16,3,0,1,10,0,-3
386621039,kennyhe1,1,60,4,15,0,7,14,2,10,13,-1
386621039,Kinglion91,2,50,9,17,25,2,6,5,0,0,-5
386621039,Jason73,3,47,6,15,13,0,5,2,3,11,-2
386621039,Tonhosfs,4,41,3,7,18,0,0,5,3,11,-3
386622587,29246211,1,66,9,14,1,7,22,5,0,17,0
386622587,kennyhe1,2,57,10,20,0,3,10,2,10,13,-1
386622587,Jason73,3,45,12,16,18,4,0,3,10,0,-6
386622587,iampratiksarkar,4,42,14,10,17,4,0,8,2,5,-4
386622016,Jason73,1,51,2,24,0,4,5,6,3,11,-2
386622016,BuddyHollyKJB,2,51,8,14,0,2,0,4,20,12,-1
386622016,kennyhe1,3,45,5,12,26,0,7,0,3,0,-3
386622016,ihsiangwang,4,44,7,6,26,0,5,3,3,3,-2
386623834,Deetje9,1,53,7,25,0,4,7,2,10,8,-3
386623834,TedoG,2,46,10,11,0,7,0,8,2,18,0
386623834,kennyhe1,3,46,2,22,29,0,0,0,0,0,-5
386623834,Adrianal,4,45,1,0,16,0,6,2,15,9,-3
386627403,Inkytoon,1,47,5,15,0,4,6,5,10,8,-1
386627403,kennyhe1,2,45,11,11,0,5,0,10,7,13,-1
386627403,calisnow,3,43,13,6,0,6,13,8,7,5,-2
386627403,myopic_eagle,4,40,1,10,18,0,0,1,15,1,-5
386623010,kennyhe1,1,1,8,14,0,12,16,7,20,9,-1
386623010,drbaby1,1,1,7,0,38,0,0,1,3,0,-3
386623010,Spartanoid,1,1,4,8,0,6,23,8,10,14,0
386623010,Pun-isher,4,0,5,25,0,0,0,3,10,0,-3
386611778,dfmbbunao,1,65,11,16,0,0,21,4,7,17,0
386611778,Skullek,2,58,9,24,1,10,15,8,0,5,-5
386611778,kennyhe1,3,50,1,21,0,3,0,4,15,8,-1
386611778,drbaby1,4,47,5,5,29,3,0,4,10,0,-4
386613517,TestAccount1995,1,57,5,17,0,4,5,5,10,17,-1
386613517,kennyhe1,2,55,2,19,13,0,0,4,3,17,-1
386613517,Bergertr31,3,46,6,23,0,0,19,0,10,0,-6
386613517,SonnyT,4,35,3,0,9,7,7,4,10,2,-4
386341410,kennyhe1,1,61,12,13,33,0,6,5,10,0,-6
386341410,laopianfang,2,59,8,20,0,4,0,4,20,12,-1
386341410,Pepo85,3,57,11,19,0,4,14,3,7,12,-2
386341410,YourMichael,4,38,3,7,0,3,7,6,10,7,-2
386339211,dquang1302,1,60,1,14,0,8,8,4,15,12,-1
386339211,kennyhe1,2,58,5,6,36,0,5,1,3,9,-2
386339211,killmak,3,39,7,15,13,0,8,6,3,0,-6
386339211,jajabinx21,4,36,11,12,1,5,0,3,3,13,-1
386320539,oKYLEo,1,59,7,13,0,3,15,5,10,13,0
386320539,piplette,2,51,10,12,0,4,15,2,10,9,-1
386320539,terralive,3,48,4,32,0,0,4,5,3,8,-4
386320539,kennyhe1,4,45,12,5,26,0,10,2,5,1,-4
386329757,II Indiana II,1,1,14,5,48,0,7,3,3,3,-3
386329757,kennyhe1,1,1,9,11,13,5,9,4,0,10,-3
386329757,terralive,1,1,13,32,0,0,11,2,7,6,-2
386329757,MapleDeep,4,0,10,7,0,7,6,4,5,12,-1
386290828,kennyhe1,1,57,8,11,0,5,7,2,20,13,-1
386290828,hewwo123,2,55,7,10,38,0,8,1,3,0,-5
386290828,TestAccount1995,3,52,5,27,0,0,7,2,10,7,-1
386290828,Libertyhillbilly,4,44,10,10,0,9,0,8,10,10,-3
386295446,Libertyhillbilly,1,70,8,23,0,4,0,7,20,16,0
386295446,DarkPotatoROS,2,54,4,12,9,0,19,4,3,9,-2
386295446,kennyhe1,3,43,7,10,21,3,0,2,0,9,-2
386295446,BuddyHollyKJB,4,34,9,12,13,4,7,4,0,0,-6
386290235,viaterra,1,58,7,6,48,0,0,0,10,0,-6
386290235,AngyMbaï,2,52,3,20,0,0,4,4,10,16,-2
386290235,Libertyhillbilly,3,50,13,12,0,5,13,5,7,10,-2
386290235,kennyhe1,4,47,2,15,10,3,0,1,10,10,-2
386290663,Libertyhillbilly,1,59,14,33,0,8,4,2,3,11,-2
386290663,glione,2,58,1,18,9,0,8,4,8,13,-2
386290663,Donnie1004,3,45,3,6,0,5,21,4,10,1,-2
386290663,kennyhe1,4,38,5,0,33,0,0,3,3,1,-2
386290041,kennyhe1,1,67,11,18,0,4,15,5,7,18,0
386290041,Albatros93,2,66,10,28,0,0,12,3,5,18,0
386290041,TychoPendragon,3,42,12,0,26,3,0,9,10,0,-6
386290041,nadia000,4,41,6,4,31,0,0,2,10,0,-6
386280139,Joacules,1,50,1,6,0,10,16,2,8,10,-2
386280139,kennyhe1,2,49,3,30,1,2,0,1,10,5,0
386280139,Libertyhillbilly,3,44,2,4,26,0,6,4,3,3,-2
386280139,Clarissa Costa,4,38,13,5,0,4,15,5,7,3,-1
386283357,771hanabi,1,64,14,27,0,9,0,7,3,18,0
386283357,MoreTreesPlease,2,62,9,15,31,4,0,2,0,11,-1
386283357,kennyhe1,3,46,10,21,0,4,14,2,10,0,-5
386283357,AnyaB,4,41,13,0,21,0,14,5,0,5,-4
386280654,KH2O7,1,52,2,3,31,3,0,1,10,8,-4
386280654,kennyhe1,2,51,4,12,0,0,17,3,10,9,0
386280654,kimbahly,3,49,5,23,4,7,0,8,10,1,-4
386280654,lilhallzeee,4,49,13,20,1,3,5,5,7,8,0
386286842,Lachudra,1,64,7,0,48,0,7,1,10,3,-5
386286842,kennyhe1,2,62,8,8,0,9,17,8,20,3,-3
386286842,JAMBETE,3,61,5,19,0,0,17,6,10,11,-2
386286842,vikes49,4,52,11,21,1,4,0,2,7,17,0
386285320,HARIBO88,1,64,14,4,55,0,0,0,3,6,-4
386285320,richinice87,2,55,4,20,0,7,0,5,10,14,-1
386285320,kennyhe1,3,51,2,10,10,4,3,1,10,14,-1
386285320,Jade56_,4,50,13,18,0,3,22,4,7,0,-4
386273587,NickPTT,1,64,8,23,0,0,6,3,20,13,-1
386273587,QuiaSerbelloni,2,62,14,5,48,3,8,1,3,0,-6
386273587,kennyhe1,3,61,13,19,0,8,7,8,7,13,-1
386273587,yoyoburger,4,41,2,4,9,6,0,6,10,10,-4
201686610,mangiafico,1,61,14,10,43,3,0,4,3,3,-5
201686610,kennyhe1,2,53,13,27,0,0,10,6,7,6,-3
201686610,JonSenn,3,52,12,0,1,4,16,6,10,16,-1
201686610,will_wang,4,45,10,19,0,0,5,3,10,10,-2
201679785,JonSenn,1,63,12,13,10,0,8,5,10,17,0
201679785,mangiafico,2,57,10,15,0,2,13,4,5,18,0
201679785,will_wang,3,56,8,14,0,4,17,6,20,0,-5
201679785,kennyhe1,4,55,14,21,33,4,0,0,3,0,-6
201675700,kennyhe1,1,58,1,6,0,7,8,5,15,17,0
201675700,Tartocitron__,2,51,13,20,0,0,8,4,7,13,-1
201675700,ArA 3,3,47,5,8,36,2,0,6,0,0,-5
201675700,Stonepick,4,47,3,19,0,6,13,1,10,1,-3
201668227,kennyhe1,1,68,2,0,48,0,0,3,10,10,-3
201668227,ola97316,2,59,12,22,9,0,7,3,5,14,-1
201668227,maksym_koldun,3,53,11,18,0,5,13,5,7,7,-2
201668227,Carole2504,4,46,6,14,13,6,0,4,10,3,-4
201657286,nicostinato,1,64,8,11,0,6,8,8,13,18,0
